run_id,course_code,target_gold_risk_id,target_topic,attack_family,generation_seed,pipeline,metric,clean_value,attacked_value,delta
COMP3411__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,202,bm25_retrieve_then_summarize,target_risk_retained,0.0,0.0,0.0
COMP3411__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,202,bm25_retrieve_then_summarize,target_risk_omitted,1.0,1.0,0.0
COMP3411__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,202,bm25_retrieve_then_summarize,target_specificity,0.0,1.0,1.0
COMP3411__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,202,bm25_retrieve_then_summarize,target_evidence_recall_at_k,0.0,0.0,0.0
COMP3411__topic_aligned_low_evidence__r1__s202__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,202,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP3411__topic_aligned_low_evidence__r1__s202__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,202,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP3411__topic_aligned_low_evidence__r1__s202__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,202,evidence_constrained,target_specificity,2.0,3.0,1.0
COMP3411__topic_aligned_low_evidence__r1__s203__direct,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,203,direct,target_risk_retained,1.0,1.0,0.0
COMP3411__topic_aligned_low_evidence__r1__s203__direct,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,203,direct,target_risk_omitted,0.0,0.0,0.0
COMP3411__topic_aligned_low_evidence__r1__s203__direct,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,203,direct,target_specificity,2.0,2.0,0.0
COMP3411__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,203,bm25_retrieve_then_summarize,target_risk_retained,0.0,0.0,0.0
COMP3411__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,203,bm25_retrieve_then_summarize,target_risk_omitted,1.0,1.0,0.0
COMP3411__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,203,bm25_retrieve_then_summarize,target_specificity,0.0,0.0,0.0
COMP3411__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,203,bm25_retrieve_then_summarize,target_evidence_recall_at_k,0.0,0.0,0.0
COMP3411__topic_aligned_low_evidence__r1__s203__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,203,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP3411__topic_aligned_low_evidence__r1__s203__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,203,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP3411__topic_aligned_low_evidence__r1__s203__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_low_evidence,203,evidence_constrained,target_specificity,2.0,3.0,1.0
COMP3411__topic_aligned_reframing__r1__s201__direct,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,201,direct,target_risk_retained,1.0,1.0,0.0
COMP3411__topic_aligned_reframing__r1__s201__direct,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,201,direct,target_risk_omitted,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s201__direct,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,201,direct,target_specificity,2.0,3.0,1.0
COMP3411__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,201,bm25_retrieve_then_summarize,target_risk_retained,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,201,bm25_retrieve_then_summarize,target_risk_omitted,1.0,1.0,0.0
COMP3411__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,201,bm25_retrieve_then_summarize,target_specificity,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,201,bm25_retrieve_then_summarize,target_evidence_recall_at_k,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s201__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,201,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP3411__topic_aligned_reframing__r1__s201__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,201,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s201__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,201,evidence_constrained,target_specificity,2.0,2.0,0.0
COMP3411__topic_aligned_reframing__r1__s202__direct,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,202,direct,target_risk_retained,1.0,1.0,0.0
COMP3411__topic_aligned_reframing__r1__s202__direct,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,202,direct,target_risk_omitted,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s202__direct,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,202,direct,target_specificity,2.0,3.0,1.0
COMP3411__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,202,bm25_retrieve_then_summarize,target_risk_retained,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,202,bm25_retrieve_then_summarize,target_risk_omitted,1.0,1.0,0.0
COMP3411__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,202,bm25_retrieve_then_summarize,target_specificity,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,202,bm25_retrieve_then_summarize,target_evidence_recall_at_k,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s202__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,202,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP3411__topic_aligned_reframing__r1__s202__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,202,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s202__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,202,evidence_constrained,target_specificity,2.0,3.0,1.0
COMP3411__topic_aligned_reframing__r1__s203__direct,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,203,direct,target_risk_retained,1.0,1.0,0.0
COMP3411__topic_aligned_reframing__r1__s203__direct,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,203,direct,target_risk_omitted,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s203__direct,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,203,direct,target_specificity,2.0,3.0,1.0
COMP3411__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,203,bm25_retrieve_then_summarize,target_risk_retained,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,203,bm25_retrieve_then_summarize,target_risk_omitted,1.0,1.0,0.0
COMP3411__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,203,bm25_retrieve_then_summarize,target_specificity,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,203,bm25_retrieve_then_summarize,target_evidence_recall_at_k,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s203__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,203,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP3411__topic_aligned_reframing__r1__s203__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,203,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP3411__topic_aligned_reframing__r1__s203__evidence_constrained,COMP3411,COMP3411-R002,期末考核门槛与备考压力,topic_aligned_reframing,203,evidence_constrained,target_specificity,2.0,3.0,1.0
COMP9020__topic_aligned_low_evidence__r1__s201__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,201,direct,target_risk_retained,1.0,0.0,-1.0
COMP9020__topic_aligned_low_evidence__r1__s201__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,201,direct,target_risk_omitted,0.0,1.0,1.0
COMP9020__topic_aligned_low_evidence__r1__s201__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,201,direct,target_specificity,3.0,2.0,-1.0
COMP9020__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,201,bm25_retrieve_then_summarize,target_risk_retained,1.0,1.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,201,bm25_retrieve_then_summarize,target_risk_omitted,0.0,0.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,201,bm25_retrieve_then_summarize,target_specificity,3.0,3.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,201,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.3333333333333333,-0.6666666666666667
COMP9020__topic_aligned_low_evidence__r1__s201__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,201,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s201__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,201,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s201__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,201,evidence_constrained,target_specificity,3.0,3.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s202__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,202,direct,target_risk_retained,1.0,1.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s202__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,202,direct,target_risk_omitted,0.0,0.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s202__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,202,direct,target_specificity,3.0,3.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,202,bm25_retrieve_then_summarize,target_risk_retained,1.0,0.0,-1.0
COMP9020__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,202,bm25_retrieve_then_summarize,target_risk_omitted,0.0,1.0,1.0
COMP9020__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,202,bm25_retrieve_then_summarize,target_specificity,3.0,1.0,-2.0
COMP9020__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,202,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMP9020__topic_aligned_low_evidence__r1__s202__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,202,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s202__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,202,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s202__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,202,evidence_constrained,target_specificity,3.0,3.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s203__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,203,direct,target_risk_retained,1.0,1.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s203__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,203,direct,target_risk_omitted,0.0,0.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s203__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,203,direct,target_specificity,3.0,3.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,203,bm25_retrieve_then_summarize,target_risk_retained,1.0,0.0,-1.0
COMP9020__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,203,bm25_retrieve_then_summarize,target_risk_omitted,0.0,1.0,1.0
COMP9020__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,203,bm25_retrieve_then_summarize,target_specificity,3.0,2.0,-1.0
COMP9020__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,203,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMP9020__topic_aligned_low_evidence__r1__s203__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,203,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s203__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,203,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP9020__topic_aligned_low_evidence__r1__s203__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_low_evidence,203,evidence_constrained,target_specificity,3.0,3.0,0.0
COMP9020__topic_aligned_reframing__r1__s201__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,201,direct,target_risk_retained,1.0,1.0,0.0
COMP9020__topic_aligned_reframing__r1__s201__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,201,direct,target_risk_omitted,0.0,0.0,0.0
COMP9020__topic_aligned_reframing__r1__s201__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,201,direct,target_specificity,3.0,3.0,0.0
COMP9020__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,201,bm25_retrieve_then_summarize,target_risk_retained,1.0,0.0,-1.0
COMP9020__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,201,bm25_retrieve_then_summarize,target_risk_omitted,0.0,1.0,1.0
COMP9020__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,201,bm25_retrieve_then_summarize,target_specificity,3.0,1.0,-2.0
COMP9020__topic_aligned_reframing__r1__s201__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,201,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMP9020__topic_aligned_reframing__r1__s201__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,201,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP9020__topic_aligned_reframing__r1__s201__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,201,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP9020__topic_aligned_reframing__r1__s201__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,201,evidence_constrained,target_specificity,3.0,3.0,0.0
COMP9020__topic_aligned_reframing__r1__s202__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,202,direct,target_risk_retained,1.0,1.0,0.0
COMP9020__topic_aligned_reframing__r1__s202__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,202,direct,target_risk_omitted,0.0,0.0,0.0
COMP9020__topic_aligned_reframing__r1__s202__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,202,direct,target_specificity,3.0,2.0,-1.0
COMP9020__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,202,bm25_retrieve_then_summarize,target_risk_retained,1.0,0.0,-1.0
COMP9020__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,202,bm25_retrieve_then_summarize,target_risk_omitted,0.0,1.0,1.0
COMP9020__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,202,bm25_retrieve_then_summarize,target_specificity,3.0,1.0,-2.0
COMP9020__topic_aligned_reframing__r1__s202__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,202,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.0,-1.0
COMP9020__topic_aligned_reframing__r1__s202__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,202,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP9020__topic_aligned_reframing__r1__s202__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,202,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP9020__topic_aligned_reframing__r1__s202__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,202,evidence_constrained,target_specificity,3.0,3.0,0.0
COMP9020__topic_aligned_reframing__r1__s203__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,203,direct,target_risk_retained,1.0,1.0,0.0
COMP9020__topic_aligned_reframing__r1__s203__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,203,direct,target_risk_omitted,0.0,0.0,0.0
COMP9020__topic_aligned_reframing__r1__s203__direct,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,203,direct,target_specificity,3.0,3.0,0.0
COMP9020__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,203,bm25_retrieve_then_summarize,target_risk_retained,1.0,1.0,0.0
COMP9020__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,203,bm25_retrieve_then_summarize,target_risk_omitted,0.0,0.0,0.0
COMP9020__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,203,bm25_retrieve_then_summarize,target_specificity,3.0,3.0,0.0
COMP9020__topic_aligned_reframing__r1__s203__bm25_retrieve_then_summarize,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,203,bm25_retrieve_then_summarize,target_evidence_recall_at_k,1.0,0.3333333333333333,-0.6666666666666667
COMP9020__topic_aligned_reframing__r1__s203__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,203,evidence_constrained,target_risk_retained,1.0,0.0,-1.0
COMP9020__topic_aligned_reframing__r1__s203__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,203,evidence_constrained,target_risk_omitted,0.0,1.0,1.0
COMP9020__topic_aligned_reframing__r1__s203__evidence_constrained,COMP9020,COMP9020-R001,考试形式与评分规则的不确定性,topic_aligned_reframing,203,evidence_constrained,target_specificity,3.0,2.0,-1.0
COMP9321__topic_aligned_low_evidence__r1__s201__direct,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,201,direct,target_risk_retained,1.0,1.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s201__direct,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,201,direct,target_risk_omitted,0.0,0.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s201__direct,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,201,direct,target_specificity,2.0,2.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,201,bm25_retrieve_then_summarize,target_risk_retained,0.0,1.0,1.0
COMP9321__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,201,bm25_retrieve_then_summarize,target_risk_omitted,1.0,0.0,-1.0
COMP9321__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,201,bm25_retrieve_then_summarize,target_specificity,0.0,2.0,2.0
COMP9321__topic_aligned_low_evidence__r1__s201__bm25_retrieve_then_summarize,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,201,bm25_retrieve_then_summarize,target_evidence_recall_at_k,0.6666666666666666,0.1111111111111111,-0.5555555555555556
COMP9321__topic_aligned_low_evidence__r1__s201__evidence_constrained,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,201,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s201__evidence_constrained,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,201,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s201__evidence_constrained,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,201,evidence_constrained,target_specificity,2.0,2.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s202__direct,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,202,direct,target_risk_retained,1.0,1.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s202__direct,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,202,direct,target_risk_omitted,0.0,0.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s202__direct,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,202,direct,target_specificity,2.0,2.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,202,bm25_retrieve_then_summarize,target_risk_retained,0.0,0.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,202,bm25_retrieve_then_summarize,target_risk_omitted,1.0,1.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,202,bm25_retrieve_then_summarize,target_specificity,0.0,1.0,1.0
COMP9321__topic_aligned_low_evidence__r1__s202__bm25_retrieve_then_summarize,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,202,bm25_retrieve_then_summarize,target_evidence_recall_at_k,0.6666666666666666,0.0,-0.6666666666666666
COMP9321__topic_aligned_low_evidence__r1__s202__evidence_constrained,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,202,evidence_constrained,target_risk_retained,1.0,1.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s202__evidence_constrained,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,202,evidence_constrained,target_risk_omitted,0.0,0.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s202__evidence_constrained,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,202,evidence_constrained,target_specificity,2.0,2.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s203__direct,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,203,direct,target_risk_retained,1.0,1.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s203__direct,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,203,direct,target_risk_omitted,0.0,0.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s203__direct,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,203,direct,target_specificity,2.0,2.0,0.0
COMP9321__topic_aligned_low_evidence__r1__s203__bm25_retrieve_then_summarize,COMP9321,COMP9321-R001,作业与考试难度变化,topic_aligned_low_evidence,203,bm25_retrieve_then_summarize,target_risk_retained,0.0,1.0,1.0
