annotator_id,course_code,comment_id,evidence_id,evidence_text,aspect_label,risk_label,risk_severity,is_decision_relevant,_source_file,_source_encoding,_source_row
Yuanhang Yan,COMP1511,614,COMP1511-E013,代码风格占作业总分的20%，容易被忽视而严重失分，但却是最易拿分的部分。,评分标准 / Grading Rubric,忽略代码风格易失分 / Easy Marks Lost by Neglecting Code Style,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,53
Yuanhang Yan,COMP1511,614,COMP1511-E014,期末考试为纯手写代码，无 IDE 辅助，极大考验脱离自动补全和调试工具后的编程基本功。,考试形式 / Exam Format,无 IDE 手写代码挑战 / No IDE Handwritten Code Challenge,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,54
Yuanhang Yan,COMP1511,614,COMP1511-E015,考试中 Debug 题对边界条件和空指针检查极为敏感，即使逻辑正确，遗漏一处 NULL 检查也会失分。,考试评分严格度 / Exam Grading Strictness,边界条件与空指针检查严格 / Strict Boundary & NULL Check Requirements,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,55
Yuanhang Yan,COMP1511,1109,COMP1511-E016,代码风格（style）和测试细节需要认真对待，否则容易在这两部分失分。,评分细节 / Grading Details,风格与测试细节易失分 / Easy Marks Lost on Style & Test Details,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,56
Yuanhang Yan,COMP9517,138,COMP9517-E001,课程虽整体简单，但组队时需要谨慎选择队友，否则可能因队友问题影响项目进展或成绩。,团队协作 / Team Collaboration,队友质量影响项目成果 / Teammate Quality Affects Project Outcome,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,57
Yuanhang Yan,COMP9517,342,COMP9517-E002,期末考试曾实行选择题答错倒扣总分的机制，引发学生强烈不满，可能影响最终成绩的公平性。,考核机制 / Assessment Mechanism,选择题答错倒扣分 / Negative Marking for Wrong Multiple-Choice Answers,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,58
Yuanhang Yan,COMP9517,989,COMP9517-E003,两人小组完成项目代码部分压力很大，暗示任务量可能对两人组队构成挑战。,代码部分2个人做，确实压力很大,小组项目两人负担重 / Heavy Workload for Two-Person Group Project,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,59
Yuanhang Yan,COMP9517,1146,COMP9517-E004,课程近期新增双重通过（double pass）要求，不能再依赖以往作为“水课”的经验，挂科风险上升。,考核门槛 / Assessment Hurdle,新增双重通过门槛 / Newly Added Double Pass Requirement,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,60
Yuanhang Yan,COMP6771,190,COMP6771-E001,课程被描述为“C++地狱”，表明难度极高，可能给多数学生带来巨大痛苦。,课程难度 / Course Difficulty,极高难度 / Extremely High Difficulty,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,61
Yuanhang Yan,COMP6771,190,COMP6771-E002,课程设有双重通过（double pass）要求，学生不敢掉以轻心，挂科风险高。,考核要求 / Assessment Requirement,双重通过门槛 / Double Pass Hurdle,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,62
Yuanhang Yan,COMP6771,308,COMP6771-E003,期末考试要求线下手写完成两个大型编程题目，难度极大，对学生构成严峻挑战。,考试形式与难度 / Exam Format & Difficulty,期末线下手写大型编程题 / Offline Handwritten Large-Scale Coding,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,63
Yuanhang Yan,COMP6771,308,COMP6771-E004,曾因讲师更替导致题库被误用作样题，造成考试抄袭事故，反映出题管理与教师交接存在漏洞。,考试管理 / Exam Administration,题库管理失误致考试公平性受损 / Exam Bank Mismanagement Compromising Fairness,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,64
Yuanhang Yan,COMP6771,571,COMP6771-E005,课程作业量较大，第一个作业约500行代码，后续作业达1000行左右，对时间投入要求高,作业工作量 / Assignment Workload,作业代码量庞大 / Large Assignment Code Volume,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,65
Yuanhang Yan,COMP6771,571,COMP6771-E006,助教对代码格式评分极为严格，格式问题可能导致不必要扣分。,评分严格度 / Grading Strictness,代码格式评分严格 / Strict Code Style Grading,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,66
Yuanhang Yan,COMP6771,571,COMP6771-E007,学生需要自行编写测试验证代码，增加了额外学习负担和技术难度,作业要求 / Assignment Requirements,需自写测试代码 / Self-Written Test Code Required,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,67
Yuanhang Yan,COMP6771,571,COMP6771-E008,考试中编译错误代码直接零分，即使逻辑正确也无分，对编译细节要求极高。,考试评分规则 / Exam Grading Rule,编译错误直接零分 / Compilation Error Results in Zero Marks,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,68
Yuanhang Yan,COMP6771,993,COMP6771-E009,没有 C 语言基础或完全零基础转码的学生不适合选修此课，前置门槛高，否则难以跟上。,前置知识要求 / Prerequisite Knowledge,"高前置门槛，零基础不友好 / High Entry Barrier, Not Beginner-Friendly",medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,69
Yuanhang Yan,COMP6771,1011,COMP6771-E010,讲师 Hayden 英语口音或表达费劲，叠加 C++ 本身高难度，显著增加学习障碍和心理压力。,讲师表达与语言障碍 / Lecturer Delivery & Language Barrier,讲师英语费劲加剧学习困难 / Lecturer's English Difficulty Amplifies Learning Challenges,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,70
Yuanhang Yan,COMP6771,1011,COMP6771-E011,课程内容并非从基础讲起，除第一节课外全程聚焦 C++ 高级特性，课件本身难度高、不易懂，与“上课简单作业难”的常见抱怨不同，本身上课内容就极难消化。,教学内容难度 / Content Difficulty,全程高难度内容无循序渐进 / Entirely High-Level Content Without Scaffolding,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,71
Yuanhang Yan,COMP6771,1011,COMP6771-E012,考试考察极其底层的实现细节（如 vtable），超出通常“理解原理即可”的预期，复习范围难以把控,考试范围与深度 / Exam Scope & Depth,考试涉及底层实现细节 / Exam Tests Low-Level Implementation Details,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,72
Yuanhang Yan,COMP6771,1011,COMP6771-E013,助教扣分非常严厉，动辄扣掉十余分，对作业成绩影响大。,评分严格度 / Grading Strictness,助教扣分严厉 / Strict Tutor Grading,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,73
Yuanhang Yan,COMP6771,1011,COMP6771-E014,每周练习题（Exercise）是掌握课程的核心，但不计分也不强制提交，自主学习能力要求高，学生容易忽视而导致基础不牢。,学习资源与自主性 / Learning Resources & Self-Discipline,核心练习不计分易被忽视 / Crucial Ungraded Exercises Easily Overlooked,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,74
Yuanhang Yan,COMP6771,1011,COMP6771-E015,评论者认为这是唯一一门担心会挂科的课，反映课程给即便是有些微基础的学生也带来极高的挂科焦虑,课程通过焦虑 / Pass Anxiety,高挂科恐惧 / High Fear of Failure,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,75
Yuanhang Yan,COMP6771,1020,COMP6771-E016,考试设有hurdle，最初要求取得50%分数才能通过，后调整为约30%即可，但通过门槛规则存在不确定性，可能变动。,考核门槛 / Assessment Hurdle,通过门槛规则变动 / Unstable Pass Hurdle Policy,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,76
Yuanhang Yan,COMP6771,1020,COMP6771-E017,考试允许携带一页PDF，但要求该资料必须公开访问，为考前组队和作弊提供了条件，严重损害考试公平性,考试诚信与公平 / Exam Integrity & Fairness,公开资料政策助长组队作弊 / Public Cheat-Sheet Policy Enables Collusion,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,77
Yuanhang Yan,COMP6771,1020,COMP6771-E018,估计半数以上学生期末考试的两道大题均未做出，题目难度极高或题量与时间严重不匹配。,考试难度 / Exam Difficulty,高比例学生大题空白 / High Proportion of Students Failing Major Exam Questions,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,78
Yuanhang Yan,COMP6771,1028,COMP6771-E019,考试仅占总分30%却设有极高hurdle，门槛设置不合理，挂科风险集中爆发。,考核门槛 / Assessment Hurdle,低权重考试却设高hurdle / High Hurdle on Low-Weight Exam,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,79
Yuanhang Yan,COMP6771,1028,COMP6771-E020,课件看似简单，但考试简答题要求对现代C++有深层理解，仅靠课件远不足以应对，必须额外钻研练习和样题才能勉强应对。,考试深度与课件差距 / Exam Depth vs Lecture Content Gap,考试远超课件深度 / Exam Far Exceeds Lecture Content Depth,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,80
Yuanhang Yan,COMP6771,1028,COMP6771-E021,考试两道编程题时间分配极度紧张，做完第一题后第二题仅剩半小时，最终只拿到个位数分数。,考试时间分配 / Exam Time Allocation,编程题时间严重不足 / Severely Insufficient Time for Coding,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,81
Yuanhang Yan,COMP6771,1028,COMP6771-E022,作业使用AI辅助被严格扣分，作业2和3仅得80多分，扣分力度大。,学术诚信与AI使用 / Academic Integrity & AI Usage,AI辅助被严格扣分 / Strict Penalty for AI-Assisted Work,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,82
Yuanhang Yan,COMP6443,141,COMP6443-E001,课程报告数量过多，导致学生感到疲惫和压力。,作业负担 / Assignment Load,报告工作量过大 / Excessive Report Workload,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,83
Yuanhang Yan,COMP6443,143,COMP6443-E002,课程作业大量为写作类任务，技术难度不高但数量庞大，导致学生负担过重。,作业负担 / Assignment Load,报告/写作类作业量过大 / Excessive Report/Writing Workload,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,84
Yuanhang Yan,COMP6443,145,COMP6443-E003,课程不适合想轻松拿分的学生，拿分难度较高、投入产出比不理想,得分难度 / Scoring Difficulty,不易拿高分 / Not an Easy High-Score Course,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,85
Yuanhang Yan,COMP6443,156,COMP6443-E004,学生持续面临密集的flag类任务挑战，感受到被追赶的压力。,任务频率与压力 / Task Frequency & Pressure,高频flag任务带来持续压力 / High-Frequency Flag Tasks Cause Continuous Pressure,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,86
Yuanhang Yan,COMP6443,158,COMP6443-E005,课程工作量不低，报告和挑战任务非常耗时，前期若跟不上进度，后期会陷入困境，学习曲线持续承压。,作业负担与学习连续性 / Workload & Learning Continuity,高耗时的报告与挑战任务易导致进度落后 / Time-Consuming Reports & Challenges Leading to Falling Behind,low,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,87
Yuanhang Yan,COMP6443,1058,COMP6443-E006,作业量巨大，大量时间被消耗。,作业负担 / Assignment Load,作业量巨大 / Huge Assignment Workload,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,88
Yuanhang Yan,COMP6443,1058,COMP6443-E007,对于不熟悉Web漏洞的学生，课程内容会感到比较困难。,前置知识要求 / Prerequisite Knowledge,对Web漏洞背景要求较高 / Requires Prior Web Vulnerability Knowledge,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,89
Yuanhang Yan,COMP6443,1065,COMP6443-E008,小组作业对组员要求高，组员水平直接影响报告质量和最终得分，存在队友依赖风险。,团队依赖 / Team Dependency,组员质量影响成绩 / Teammate Quality Affects Grade,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,90
Yuanhang Yan,COMP6443,1065,COMP6443-E009,需要摸清每个tutor的评分点，否则即使付出大量努力写出很多内容仍可能得低分，评分标准主观性较强。,评分透明度 / Grading Transparency,评分标准依赖tutor主观偏好 / Subjective Grading Dependent on Tutor Preferences,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,91
Yuanhang Yan,COMP6443,1080,COMP6443-E010,教授要求比较死板，可能给灵活性较差或难以变通的感觉，增加学生适应难度。,教学风格 / Teaching Style,教授要求死板 / Rigid Instructor Requirements,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,92
Yuanhang Yan,COMP6443,1080,COMP6443-E011,作业需要选好组员，且最好参加tutor课，暗示团队依赖度较高，且评分细节可能需通过tutor掌握。,团队协作与辅导课 / Team Collaboration & Tutorial Importance,依赖组员与辅导课 / Dependency on Teammates & Tutor Attendance,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,93
Yuanhang Yan,COMP3411,128,COMP3411-E001,课程内容严重过时，仅涉及20世纪初的AI知识，缺乏现代内容（如Transformer等），学习价值低。,课程内容时效性 / Content Currency,内容陈旧缺乏现代技术 / Outdated Content Missing Modern AI Techniques,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,94
Yuanhang Yan,COMP3411,128,COMP3411-E002,课程难度高且实用性差，被评价为“又难又没用”，可能让学生付出大量努力却收获甚微。,课程难度与实用性 / Course Difficulty & Practicality,高难度低实用性 / High Difficulty with Low Practical Usefulness,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,95
Yuanhang Yan,COMP3411,130,COMP3411-E003,课程整体并不轻松，学习过程有一定压力。,课程难度 / Course Difficulty,课程不轻松 / Not an Easy Course,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,96
Yuanhang Yan,COMP3411,130,COMP3411-E004,课程设有双重通过（double pass）要求，期末考试一旦考砸会直接导致挂科，风险极高。,考核要求 / Assessment Requirements,期末双重通过高风险挂科 / High-Risk Final Double Pass Failure,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,97
Yuanhang Yan,COMP3411,132,COMP3411-E005,课程内容覆盖面广但深度不足，仅对AI各领域做表面介绍，缺乏深入讲解，学习收获可能有限。,课程内容深度 / Content Depth,内容广而不深 / Broad but Shallow Content,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,98
Yuanhang Yan,COMP3411,341,COMP3411-E006,课程过去被视为“水课”，但近期难度明显提升，不再能轻松应对，选课时不能依赖旧印象,课程难度变化 / Course Difficulty Change,课程由水变难 / Course Became Significantly Harder,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,99
Yuanhang Yan,COMP3411,387,COMP3411-E007,课程经过改革后，难度或要求不再像以往那样友好，可能不再适合作为轻松通过的入门课。,课程难度变化 / Course Difficulty Change,课改后难度提升 / Post-Reform Difficulty Increase,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,100
Yuanhang Yan,COMP3411,439,COMP3411-E008,Prolog 编程语言可能让部分学生感到怪异，尤其对递归还不熟练的学生会造成困惑。,编程语言难度 / Programming Language Difficulty,Prolog 对递归新手不友好 / Prolog Unfriendly for Recursion Beginners,,,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,101
Yuanhang Yan,COMP3411,561,COMP3411-E009,讲师 ww 讲课水平差，期末考试错题会倒扣分，出题不合理，严重影响成绩公平性与选课决策。,讲师与考核机制 / Lecturer & Assessment Mechanism,特定讲师期末倒扣分 / Negative Marking with Certain Lecturer,,,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,102
Yuanhang Yan,COMP3411,561,COMP3411-E010,讲师 Alan 的课程作业非常难写，但期末考试简单且题型固定，整体负担与收益并存，学习体验两极分化。,作业难度与考试平衡 / Assignment Difficulty & Exam Balance,Alan作业高难度 / High Assignment Difficulty Under Alan,,,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,103
Yuanhang Yan,COMP4920,12,COMP4920-E001,课程过程十分痛苦，写作量极大（2篇essay+presentation），对计算机伦理兴趣不强的学生非常折磨，可能严重影响学习体验和动力。,学习体验 / Learning Experience,写作量大且过程痛苦 / Heavy Writing Load & Painful Process,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,104
Yuanhang Yan,COMP4920,12,COMP4920-E002,若tutor为非计算机背景（如哲学方向），可能在选题指导和评分时提供不准确的引导，并从非计算机视角严苛审视文章，对缺乏逻辑思辨训练的学生尤为折磨。,辅导质量与评分一致性 / Tutoring Quality & Grading Consistency,非计算机背景tutor指导不当致评分严苛 / Non-CS Tutor Leading to Misguided Feedback & Harsh Grading,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,105
Yuanhang Yan,COMP4920,12,COMP4920-E003,课程给分抠门且极其主观，tutor的个人偏好和能力直接决定分数，如果遇到不合适的tutor则成绩很可能不理想，且学生对此几乎无法控制。,评分公平性 / Grading Fairness,评分高度主观且抠门 / Highly Subjective & Stingy Grading,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,106
Yuanhang Yan,COMP4920,425,COMP4920-E004,评分有时感觉奇怪且随意，缺乏一致的透明标准，可能影响成绩的公平性和可预期性。,评分标准与公平性 / Grading Standard & Fairness,评分随意且缺乏一致性 / Arbitrary and Inconsistent Marking,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,107
Yuanhang Yan,COMP4920,425,COMP4920-E005,课程以论文写作为主要评估方式，不喜欢写论文的学生可能不适合该课，会感到不适。,课程形式适配 / Course Format Suitability,课程形式适配 / Course Format Suitability,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,108
Yuanhang Yan,COMP4920,568,COMP4920-E006,课程改革后，期末考试改为线下手写论文，设有hurdle，要求1小时50分钟内完成约3200词纯英文写作，时间与字数要求极为苛刻，绝大多数学生难以完成，挂科风险极高。,考试形式与要求 / Exam Format & Requirements,线下限时手写论文量过大 / Unreasonably Demanding Handwritten Essay Exam,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,109
Yuanhang Yan,COMP4920,1136,COMP4920-E007,期末考试为hurdle任务，必须达到competent标准，否则整门课可能不通过，挂科风险集中于这一道关卡,考核门槛 / Assessment Hurdle,期末考试设通过门槛 / Final Exam Hurdle Requirement,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,110
Yuanhang Yan,COMP9444,137,COMP9444-E001,平时项目（project）难度高，完成困难，给学生带来较大负担。,项目难度 / Project Difficulty,平时项目难度高 / High Difficulty Projects,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,111
Yuanhang Yan,COMP9444,137,COMP9444-E002,期末考试选择题答错会倒扣分，这种惩罚性机制极易导致成绩大幅下滑，显著增加挂科风险。,考核机制 / Assessment Mechanism,选择题答错倒扣分 / Negative Marking for Multiple-Choice Questions,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,112
Yuanhang Yan,COMP9444,462,COMP9444-E003,作业反馈和邮件沟通不理想，学生难以获得及时有效的指导，可能影响作业质量和学习效果。,教学支持 / Teaching Support,反馈与沟通差 / Poor Feedback and Communication,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,113
Yuanhang Yan,ECON1101,297,ECON1101-E001,期末考试题目缺少图表，计算题需自行画图，且数字设计怪异（如需要三位小数），严重拖慢答题速度，增加时间压力。,考试题目设计 / Exam Question Design,题目设计不合理增加耗时 / Unreasonable Question Design Wastes Time,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,114
Yuanhang Yan,ECON1101,297,ECON1101-E002,题量巨大且高分门槛苛刻：57道题，要获得HD需答对至少40题，每题平均仅2分钟，几乎无法完成，对追求高成绩的学生极不友好。,考试题量与时间压力 / Exam Length & Time Pressure,题量与时间严重不匹配 / Mismatched Question Volume and Time Limit,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,115
Yuanhang Yan,ECON1101,297,ECON1101-E003,课程转为线下考试后难度与压力显著上升，不再适合作为轻松拿分的自由选修课（FE），选课决策需谨慎。,选课适用性 / Course Suitability,线下考试不适合作为刷分选修 / Not Suitable as a WAM Booster Elective,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,116
Yuanhang Yan,ECON1101,786,ECON1101-E004,程转为线下考试后难度明显增加，不再“水”，若完全未参加讲座和辅导课，期末准备会非常困难，对依赖自学的学生构成较大风险。,考试难度与出勤要求 / Exam Difficulty & Attendance Dependency,线下考试变难且依赖出勤 / Harder Offline Exam Requiring Lecture/Workshop Attendance,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,117
Yuanhang Yan,ECON1101,786,ECON1101-E005,PlayEcon 练习题数量多，且不确定是否必须全部完成，导致学生可能浪费大量时间或漏做必需内容，影响复习效率。,练习任务不明确 / Unclear Practice Task Requirements,练习题量多且要求不清 / Excessive and Unclear PlayEcon Exercises,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,118
Yuanhang Yan,ECON1101,796,ECON1101-E006,课程整体学习难度高，学生强烈不建议选修，反映出普遍性的负面体验。,课程整体难度与推荐度 / Course Difficulty & Recommendation,课程难度高且不推荐 / High Difficulty and Not Recommended,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,119
Yuanhang Yan,ECON1101,796,ECON1101-E007,期末考试出乎意料地难，且转为线下考试后挑战加剧，可能大幅拉低分数甚至导致挂科。,考试难度与形式变化 / Exam Difficulty & Format Change,线下期末考试高难度 / High Difficulty Offline Final Exam,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,120
Yuanhang Yan,ECON1101,801,ECON1101-E008,程教学质量差，lecture讲得太慢，无法有效帮助学生掌握知识，建议学生通过YouTube或其他学校视频自学替代。,教学质量 / Teaching Quality,讲座质量差需依赖外部自学 / Poor Lecture Quality Requires External Self-Study,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,121
Yuanhang Yan,ECON1101,801,ECON1101-E009,网上或DX平台流传的past paper答案可能存在错误，依赖这些资源复习可能导致错误理解，影响考试成绩。,学习资源可靠性 / Learning Resource Reliability,流传答案有误需多方核实 / Unofficial Answers May Be Incorrect,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,122
Yuanhang Yan,ECON1101,808,ECON1101-E010,期末考试计算题数字设置怪异，容易算到怀疑人生，且部分题目表述有歧义，影响答题准确性和速度，可能导致不必要的失分。,考试题目设计 / Exam Question Design,计算题数字怪异及表述歧义 / Weird Calculation Numbers & Ambiguous Wording,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,123
Yuanhang Yan,ECON1101,808,ECON1101-E011,学校不提供任何样卷或past paper，但期末考试从题库抽题导致题目高度同质化。学生若不通过非官方渠道获取以往试题，备考将处于明显劣势，存在不公平竞争。,备考资源公平性 / Fairness of Preparation Resources,无官方样卷但依赖题库致不公平 / No Official Past Papers Despite Question Bank Reliance,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,124
Yuanhang Yan,ECON1101,808,ECON1101-E012,课程负责人员仅三人，导致平时和期末都缺乏有效人工审核与监考。线上纯选择题考试形式下，完全不学习仅靠AI即可拿到85分以上，存在严重的学术诚信漏洞，成绩含金量可能受影响。,考试监考与学术诚信 / Exam Proctoring & Academic Integrity,线上监考缺失易作弊 / Lack of Proctoring Enables AI Cheating,low,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,125
Yuanhang Yan,COMP9020,41,COMP9020-E001,课程证明题极多，无法轻松混过，需要付出大量时间和精力进行严格的逻辑推理和证明训练，学习负担较重。,课程内容与负担 / Course Content & Workload,大量证明题导致学习负担重 / Heavy Proof-Based Workload,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,126
Yuanhang Yan,COMP9020,41,COMP9020-E002,期末考试形式不稳定，会发生变化，导致学生难以依靠往年经验针对性备考，增加了挂科的不确定性。,考试形式稳定性 / Exam Format Stability,期末考试形式多变 / Unpredictable Final Exam Format,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,127
Yuanhang Yan,COMP9020,41,COMP9020-E003,课程体验和难度高度依赖讲师，不同讲师之间差异明显，选错讲师可能导致学习效果和成绩严重受影响。,讲师依赖 / Lecturer Dependency,课程体验与成绩严重依赖讲师 / High Dependency on Lecturer,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,128
Yuanhang Yan,COMP9020,43,COMP9020-E004,期末考试形式与往年截然不同，从大量证明题突变为30道选择题，学生若按旧经验备考会严重失误，增加挂科不确定性,考试形式稳定性 / Exam Format Stability,考试形式与往年严重不符 / Drastic Exam Format Change from Previous Years,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,129
Yuanhang Yan,COMP9020,43,COMP9020-E005,选择题答错会倒扣分，惩罚性计分规则极易导致分数大幅缩水甚至挂科，严重影响成绩公平性与安全感。,考核机制 / Assessment Mechanism,选择题答错倒扣分 / Negative Marking for Wrong Multiple-Choice Answers,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,130
Yuanhang Yan,COMP9020,45,COMP9020-E006,课程体验和考核严重依赖授课老师，不同教授安排差异巨大，选错老师可能导致作业难度、给分标准和整体体验出现明显偏差。,讲师依赖 / Lecturer Dependency,讲师差异显著影响成绩与体验 / Significant Lecturer Impact on Grades & Experience,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,131
Yuanhang Yan,COMP9020,45,COMP9020-E007,如果离散数学基础较差，会感到课程非常吃力，前置知识不足会直接导致学习困难甚至挂科。,前置知识要求 / Prerequisite Knowledge,离散数学基础不足易导致失败 / Weak Discrete Math Background Leads to Failure,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,132
Yuanhang Yan,COMP9020,47,COMP9020-E008,每周需完成6至8道证明题，持续的数学证明负担极重，容易让学生感到身心俱疲（“写麻了”），严重影响学习体验和持续投入的动力。,作业负担 / Assignment Workload,每周大量证明题导致负担过重 / Excessive Weekly Proof Assignments,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,133
Yuanhang Yan,COMP9020,47,COMP9020-E009,课程节奏安排不均，证明题总量看似可控（约120分钟），但后期突然集中堆积，导致短时间内压力陡增，前期若未跟上极易在后期崩溃。,学习节奏 / Learning Pace,后期工作量突增致压力集中 / Sudden Workload Spike in Later Weeks,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,134
Yuanhang Yan,COMP9020,49,COMP9020-E010,课程要求学生从概念理解上升到严格证明，学习深度和思维方式的转变可能导致大量学生不适应，与“知道概念就行”的预期产生巨大落差。,课程内容难度 / Course Content Difficulty,概念理解与严格证明之间的巨大鸿沟 / Large Gap Between Concept Understanding and Rigorous Proofs,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,135
Yuanhang Yan,COMP9020,49,COMP9020-E011,程体验极易两极分化：取决于当学期老师安排、作业量和考试形式是否稳定。若遭遇作业量阶段性暴涨或期末考试形式突变，学习过程会变成与题量和考试机制的搏斗，而非知识学习本身。,体验稳定性 / Experience Stability,体验严重依赖老师与考核稳定性 / Experience Heavily Dependent on Lecturer & Assessment Stability,high,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,136
Yuanhang Yan,COMP9020,49,COMP9020-E012,课程是否适合选修，必须事先查询当学期授课老师和考核形式，若盲目选课可能遭遇极差体验。,选课决策 / Enrolment Decision,不提前调研易遭遇不利安排 / Blind Enrolment Risks Unfavourable Lecturer or Assessment,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,137
Yuanhang Yan,COMP9020,1215,COMP9020-E013,期中考试时间严重不足，导致大量题目未完成而仅得 20 多分，反映考试存在较大的时间压力或题量/难度设计不合理，可能严重拉低总评分数。,考试时间与题量 / Exam Time & Volume,期中考试时间紧张致低分 / Midterm Time Pressure Leading to Low Score,medium,no,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,138
