annotator_id,course_code,course_title_en,comment_id,first_hand_experience,contains_concrete_evidence,specificity_0_3,low_evidence_general,aspect_labels,risk_labels,risk_severity_0_3,sentiment,evidence_span,notes,updated_at,_source_file,_source_encoding,_source_row
hanyang,MATH5836,Data and Machine Learning,1147,yes,yes,2,no,marking;lab,double_pass_or_hurdle;none,2,neutral,通过标准总分需要至少50，final至少28分，并且7/9的lab出勤是强制性的,一手信息，描述了final的分数情况(可能有double pass)，点名两个必须参加的lab,2026-07-09T06:18:20.752Z,review_annotations_hanyang(1).csv,utf-8-sig,74
hanyang,GSOE9011,Engineering Postgraduate Coursework Research Skills,1154,yes,yes,3,no,assessment,double_pass_or_hurdle,1,neutral,总分至少50，需要参加或完成至少80%的学习活动和作业,一手信息，可能是double pass的情况,2026-07-09T06:40:15.768Z,review_annotations_hanyang(1).csv,utf-8-sig,75
hanyang,GSOE9011,Engineering Postgraduate Coursework Research Skills,1193,yes,no,1,yes,group_work,none,0,positive,几乎不怎么需要花时间，只要你的小组队员们都相对比较给力，我觉得80分以上是非常轻松的。,一手信息，有小组合作内容,2026-07-09T06:40:15.045Z,review_annotations_hanyang(1).csv,utf-8-sig,76
Yuanhang Yan,COMP1511,Programming Fundamentals,11,yes,yes,3,no,assessment;exam;assignment;project;quiz;feedback;marking;workload;lecture;tutorial;lab;group_work;course_organization;teaching_quality;resource_quality,none,1,positive,对于变成完全没有一点的同学在学期中后期可能会感觉到一定的压力   一旦进入数组、函数、指针、结构体、链表和较复杂的程序设计，很多同学会开始觉得吃力  至少完成考试内容的40%(hurdle…)，最后倒数第一第二题可能涉及到后期其他课程的内容,,2026-07-07T12:24:49.959Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,2
Yuanhang Yan,COMP4920,Professional Issues and Ethics in Information Technology,12,yes,yes,3,no,assessment;exam;assignment;teaching_quality;resource_quality;Stuff,unclear_marking;weak_teaching;insufficient_support;content_too_hard,3,negative,过程十分痛苦，对于这方面兴趣不强的同学非常折磨    如果tutor是非计算机背景(如哲学方面的)的会更折磨...可能从他们的专业方向和思考方式拷打你的文章   给分非常抠门和主观，基本就是tutor行基本分数不会太难看，tutor不行基本完蛋,,2026-07-08T08:20:24.944Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,3
Yuanhang Yan,COMP1511,Programming Fundamentals,15,unclear,no,0,yes,,,0,neutral,none,,2026-07-07T12:24:50.822Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,4
Yuanhang Yan,COMP2521,Data Structures and Algorithms,16,yes,no,0,yes,Nothing,,1,negative,none,,2026-07-07T10:16:13.149Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,5
Yuanhang Yan,COMP2521,Data Structures and Algorithms,18,unclear,yes,3,no,assessment;exam;assignment;project;quiz;course_organization;resource_quality,,1,neutral,none,,2026-07-07T10:16:13.382Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,6
Yuanhang Yan,COMP1511,Programming Fundamentals,27,yes,yes,2,no,assessment;exam;assignment;project;teaching_quality,none,1,positive,临时抱佛脚只能完成百分之八十  hd 就需要比较多时间的付出，特别是在 assignments 上面,,2026-07-07T12:24:51.069Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,7
Yuanhang Yan,COMP6080,Web Front-End Programming,33,,,,,,,,,,,2026-07-08T06:37:01.813Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,8
Yuanhang Yan,COMP1511,Programming Fundamentals,36,yes,no,2,yes,assessment;exam;project;workload,poor_organization;weak_teaching,1,negative,教学曲线也不平滑，跟过山车似的。1511确实是给初级小白的当头棒喝   1511和1521就是第一道分水岭。从某些角度先砍翻单纯跟随计算机大潮的同学，再砍翻一半信心不坚定的。就是多少折损了6学分的学费,,2026-07-07T12:24:51.287Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,9
Yuanhang Yan,COMP9020,Foundations of Computer Science,41,yes,no,2,yes,assessment;exam,exam_sample_mismatch;unclear_marking,2,mixed,证明题是真的多   final 形式还会变   选之前最好先看看这学期是谁教,,2026-07-08T09:44:20.278Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,10
Yuanhang Yan,COMP9020,Foundations of Computer Science,43,yes,yes,3,no,assessment;exam;workload;teaching_quality,high_workload;content_too_hard,3,mixed,"最后考试形式有点离谱，30 道选择，和以前那种大量证明题很不一样""   选错还倒扣",,2026-07-08T09:44:20.543Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,11
Yuanhang Yan,COMP9020,Foundations of Computer Science,45,yes,no,2,yes,assessment;Stuff,harsh_grading;other,2,mixed,这课老师影响非常大，9020 的作业和考核挺看教授安排，不同老师带法差异会比较明显   如果你本身离散数学底子一般就难过了,,2026-07-08T09:45:30.874Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,12
Yuanhang Yan,COMP9020,Foundations of Computer Science,47,yes,yes,3,no,assessment;course_organization,high_workload;poor_organization,2,negative,每周六到八道证明题，直接把人写麻了   给人的感觉并不是按正常节奏慢慢铺开，而是后面突然压上来,,2026-07-08T09:45:31.303Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,13
Yuanhang Yan,COMP9020,Foundations of Computer Science,49,yes,yes,2,no,assessment;exam;assignment;marking;workload;teaching_quality,high_workload;content_too_hard,3,mixed,这课会把你从“我知道概念”拽到“你给我认真写证明   如果老师比较稳、作业安排也正常，那这课其实还能接受；但要是碰到作业量一波一波上来，或者 final 又改形式，那体验会很两极分化。有人会觉得...根本不是在学知识，是在和题量还有考试机制搏斗   不是完全不能上，但一定要先查当学期老师和考核,,2026-07-08T09:46:02.895Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,14
Yuanhang Yan,COMP9020,Foundations of Computer Science,51,yes,no,1,yes,assessment,prerequisite_gap,0,neutral,none,,2026-07-08T09:45:19.881Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,15
Yuanhang Yan,COMP4920,Professional Issues and Ethics in Information Technology,122,yes,no,1,yes,assessment,none,0,positive,none,,2026-07-08T08:19:39.071Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,16
Yuanhang Yan,COMP4920,Professional Issues and Ethics in Information Technology,124,unclear,no,0,yes,assessment,content_too_shallow,0,positive,none,,2026-07-08T08:19:38.927Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,17
Yuanhang Yan,COMP4920,Professional Issues and Ethics in Information Technology,126,yes,no,1,yes,assessment;assignment,,0,positive,none,,2026-07-08T08:19:38.781Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,18
Yuanhang Yan,COMP3411,Artificial Intelligence,128,yes,no,1,yes,assessment;lecture;tutorial;teaching_quality;resource_quality,weak_teaching;low_practical_value,1,negative,讲的东西全是20世纪初的东西，最新的像transformer什么的是一概没有的  又难又没用,,2026-07-08T08:04:47.876Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,19
Yuanhang Yan,COMP3411,Artificial Intelligence,130,unclear,no,2,yes,assessment;exam;marking,harsh_grading;double_pass_or_hurdle;content_too_hard,2,negative,AI课但不轻松   final一炸直接double pass带走,,2026-07-08T08:06:25.388Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,20
Yuanhang Yan,COMP3411,Artificial Intelligence,132,yes,no,2,yes,assessment;assignment;lecture;tutorial;teaching_quality;resource_quality,content_too_shallow;low_practical_value,1,mixed,AI大杂烩...基本把AI里常见的东西都扫一遍，没有深入的讲,,2026-07-08T08:06:51.639Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,21
Yuanhang Yan,COMP9517,Computer Vision,134,yes,no,1,yes,assessment;lab;resource_quality,,1,neutral,none,,2026-07-07T12:38:31.426Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,22
Yuanhang Yan,COMP9444,Neural Networks and Deep Learning,135,unclear,no,1,yes,assessment,,0,neutral,none,,2026-07-08T09:09:57.027Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,23
Yuanhang Yan,COMP9517,Computer Vision,136,unclear,no,0,yes,,,0,neutral,none,,2026-07-07T12:38:31.595Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,24
Yuanhang Yan,COMP9444,Neural Networks and Deep Learning,137,yes,yes,3,yes,assessment;exam;assignment;marking,exam_sample_mismatch;harsh_grading;content_too_hard,3,negative,平时project难搞   期末居然还选择答错扣分,,2026-07-08T09:09:57.187Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,25
Yuanhang Yan,COMP9517,Computer Vision,138,yes,no,0,yes,assessment;group_work,,0,neutral,组队要找好队友,,2026-07-07T12:38:31.742Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,26
Yuanhang Yan,COMP9444,Neural Networks and Deep Learning,139,yes,no,1,yes,assessment;workload;group_work;course_organization;teaching_quality,none,0,positive,none,,2026-07-08T09:09:57.349Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,27
Yuanhang Yan,COMP2511,Software Design and Architecture,140,yes,no,1,yes,assessment,,0,positive,none,,2026-07-07T10:40:11.238Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,28
Yuanhang Yan,COMP6443,Web Application Security and Testing,141,yes,no,1,yes,assessment;assignment;workload,content_too_hard;content_too_much,1,mixed,report太多了，写晕了已经,,2026-07-07T14:23:11.977Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,29
Yuanhang Yan,COMP2511,Software Design and Architecture,142,yes,no,1,yes,assessment;assignment,content_too_hard,2,negative,很难，而且后面的project和之前本科写的完全不是一个难度,,2026-07-07T10:40:22.102Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,30
Yuanhang Yan,COMP6443,Web Application Security and Testing,143,yes,no,2,yes,assignment;workload,Too much work,2,negative,一直在写东西，作业不是难在技术，而是量太大了,,2026-07-07T14:23:22.214Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,31
Yuanhang Yan,COMP2511,Software Design and Architecture,144,yes,no,1,yes,assessment;group_work,group_work_risk,1,mixed,不单单coding难，所有理论的东西比如xx模式这些都要熟练 project还吃队友,,2026-07-07T10:40:38.831Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,32
Yuanhang Yan,COMP6443,Web Application Security and Testing,145,yes,yes,2,yes,assessment;assignment;workload,harsh_grading;Too much work,2,mixed,如果你是想轻松拿分，这门课不太适合,,2026-07-07T14:24:45.181Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,33
Yuanhang Yan,COMP6443,Web Application Security and Testing,156,yes,no,1,yes,assignment;workload,Too much work,2,negative,天天在被 flag 追着打,,2026-07-07T14:24:45.334Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,34
Yuanhang Yan,COMP6443,Web Application Security and Testing,158,yes,yes,2,yes,assessment;assignment;workload;resource_quality,content_too_much;Too much work,2,mixed,workload 不算低，report 和 challenge 这类东西很吃时间，前面跟不上后面会很难受。,,2026-07-07T14:24:45.499Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,35
Yuanhang Yan,COMP6443,Web Application Security and Testing,160,yes,no,0,yes,assessment;other,none;other,0,neutral,none,,2026-07-07T14:24:45.641Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,36
Yuanhang Yan,COMP6771,Advanced C++ Programming,190,yes,no,1,no,assessment;exam;assignment;marking,harsh_grading;double_pass_or_hurdle;content_too_hard,2,negative,这课就是C++地狱   课程设有双重通过（double pass）要求，学生不敢掉以轻心，挂科风险高。,涉及到double pass,2026-07-07T13:56:34.166Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,37
Yuanhang Yan,COMP6771,Advanced C++ Programming,192,yes,no,1,yes,feedback,harsh_grading,1,negative,none,,2026-07-07T13:59:19.944Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,38
Yuanhang Yan,COMP2521,Data Structures and Algorithms,233,yes,no,1,yes,assessment;exam;assignment,content_too_hard,2,negative,这门课我挂了两回，整整两回！见证了无数对计算机充满幻想的同学在这门课上折戟沉沙。要么转专业跑路，要么转学校跑路。原来在新南一起上计算机不及格的同学，到了悉大却都hd了。,,2026-07-07T10:20:04.736Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,39
Yuanhang Yan,COMP1511,Programming Fundamentals,249,yes,no,,yes,assessment,,1,neutral,none,,2026-07-07T12:24:51.677Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,40
Yuanhang Yan,COMP1511,Programming Fundamentals,250,yes,no,0,yes,teaching_quality,,0,neutral,none,,2026-07-07T12:24:51.990Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,41
Yuanhang Yan,COMP1511,Programming Fundamentals,267,yes,no,1,yes,assessment;assignment;project;marking,harsh_grading,1,positive,9周时间从hello world到双链表，对0编程基础的同学来说很痛苦    想跟上进度一定要在假期做好预习工作,,2026-07-07T12:24:52.312Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,42
Yuanhang Yan,COMP9517,Computer Vision,280,yes,yes,2,no,assessment;exam;assignment;project;quiz;feedback,,1,positive,4个小作业+1个小组大作业+finaldp,,2026-07-07T12:38:31.884Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,43
Yuanhang Yan,COMP1511,Programming Fundamentals,283,yes,no,2,yes,assessment;exam;project;tutorial,,1,neutral,难度对于没有任何基础的同学会较高甚至很高,,2026-07-07T12:24:52.648Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,44
Yuanhang Yan,ECON1101,Microeconomics 1,297,yes,yes,3,no,assessment;exam,content_too_hard,3,negative,去考场才发现每个题都没有图，有些计算题画图就要耽误半分钟以上，并且给的数字很奇怪有的要三位小数才能算出来   57道题要做对40道题才能到HD每道题只有两分钟的时间写   这门课变线下课真不推荐选为FE了,,2026-07-08T09:24:55.281Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,45
Yuanhang Yan,COMP2511,Software Design and Architecture,301,yes,yes,2,no,assessment;exam,exam_sample_mismatch;harsh_grading;content_too_hard,2,negative,Didn’t scale and many failed despite getting high pre mark exam was 3 hrs ... paper was worthy for straight 5 hours,,2026-07-07T10:40:50.811Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,46
Yuanhang Yan,COMP6771,Advanced C++ Programming,308,yes,yes,3,no,assessment;exam;assignment;project;marking;teaching_quality;support,high_workload;harsh_grading;poor_organization;content_too_hard,1,positive,最后final要离线写两个大的ass级别的题目有点难顶   他不知道之前的老师把他的题库的题拿去当sample exam 导致有人考试直接抄往期sample exam,,2026-07-07T13:59:34.460Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,47
Yuanhang Yan,COMP9444,Neural Networks and Deep Learning,309,yes,no,1,yes,assessment;group_work,,0,neutral,none,,2026-07-08T09:09:57.486Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,48
Yuanhang Yan,COMP9517,Computer Vision,316,yes,no,1,yes,group_work,,0,positive,none,,2026-07-07T12:38:32.033Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,49
Yuanhang Yan,COMP2521,Data Structures and Algorithms,326,yes,no,1,yes,assessment;exam;assignment;Stuff,prerequisite_gap;content_too_hard,1,neutral,“期中临时换了个讲师 没跟上节奏”,,2026-07-07T10:19:16.967Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,50
Yuanhang Yan,COMP9444,Neural Networks and Deep Learning,335,yes,yes,3,no,assessment;exam;assignment;project,none,0,positive,none,,2026-07-08T09:09:57.639Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,51
Yuanhang Yan,COMP9444,Neural Networks and Deep Learning,336,yes,yes,3,no,assessment;assignment;tutorial;group_work,none,0,positive,none,,2026-07-08T09:10:21.620Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,52
Yuanhang Yan,COMP9517,Computer Vision,337,yes,,,,assessment;exam;assignment;lab,,,positive,none,,2026-07-07T12:38:32.172Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,53
Yuanhang Yan,COMP3411,Artificial Intelligence,341,yes,yes,1,yes,assessment,harsh_grading;content_too_hard,1,neutral,当年经典大水课，现在好像要难不少了,,2026-07-08T08:06:24.651Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,54
Yuanhang Yan,COMP9517,Computer Vision,342,yes,no,0,yes,assessment;exam,,0,positive,final改革，选择题选错了倒扣总分,,2026-07-07T12:38:32.320Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,55
Yuanhang Yan,COMP9517,Computer Vision,343,,,,,,,,,重复评论,,2026-07-07T12:38:32.526Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,56
Yuanhang Yan,COMP9517,Computer Vision,356,yes,no,1,yes,assessment,content_too_shallow,0,positive,none,,2026-07-07T12:38:32.718Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,57
Yuanhang Yan,COMP2521,Data Structures and Algorithms,384,yes,no,0,no,career_relevance;Nothing,,0,neutral,经典递归二叉树能把自己绕晕,,2026-07-07T10:19:16.538Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,58
Yuanhang Yan,COMP3411,Artificial Intelligence,387,yes,no,1,no,assessment;feedback;teaching_quality;resource_quality,assessment_bunching;content_too_hard;content_too_shallow,1,neutral,课改之后好像不那么友好了🤔,,2026-07-08T08:06:02.420Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,59
Yuanhang Yan,COMP2511,Software Design and Architecture,389,yes,no,0,yes,assignment;Stuff,content_too_hard,1,mixed,Ashesh迷人的口音让我的大脑旋转 主观的assignment分数评价更是起飞,,2026-07-07T10:43:10.423Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,60
Yuanhang Yan,COMP9444,Neural Networks and Deep Learning,394,yes,no,1,yes,assessment;exam;Stuff,none,0,positive,none,,2026-07-08T09:10:21.783Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,61
Yuanhang Yan,COMP4920,Professional Issues and Ethics in Information Technology,396,yes,no,1,yes,assessment;assignment,,0,mixed,none,,2026-07-08T08:19:38.630Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,62
Yuanhang Yan,COMP1511,Programming Fundamentals,412,yes,no,2,yes,assessment;exam;assignment;project;quiz;feedback,,1,neutral,none,,2026-07-07T12:24:52.977Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,63
Yuanhang Yan,COMP1511,Programming Fundamentals,413,yes,no,1,yes,assessment,,1,positive,I would not treat COMP1511 as a WAM booster. ... learning C made the basics feel sharp and unforgiving,,2026-07-07T12:24:53.374Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,64
Yuanhang Yan,COMP2511,Software Design and Architecture,418,yes,no,1,yes,assessment;assignment,harsh_grading;content_too_hard,1,mixed,chaotic administration a very demanding assignment content that often felt unreasonable for the time given Online-only learning made it feel even worse,,2026-07-07T10:44:19.369Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,65
Yuanhang Yan,COMP2511,Software Design and Architecture,419,yes,no,1,yes,assessment;assignment,harsh_grading;content_too_hard,1,negative,stressful more than rewarding  The assignment felt like coding a game under extreme pressure the assessments were not pleasant a course I had to get through rather than one I would recommend for enjoyment,,2026-07-07T10:43:00.509Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,66
Yuanhang Yan,COMP2521,Data Structures and Algorithms,420,yes,no,1,yes,assessment;exam;career_relevance,,1,neutral,none,,2026-07-07T10:19:16.347Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,67
Yuanhang Yan,COMP2521,Data Structures and Algorithms,421,yes,no,1,yes,assessment;career_relevance,Covid-19,1,mixed,so delivery and admin were disrupted,,2026-07-07T10:19:16.154Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,68
Yuanhang Yan,COMP4920,Professional Issues and Ethics in Information Technology,424,yes,no,1,yes,assessment;assignment;resource_quality,content_too_shallow,1,negative,none,,2026-07-08T08:19:38.043Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,69
Yuanhang Yan,COMP4920,Professional Issues and Ethics in Information Technology,425,yes,no,1,yes,assessment;assignment;marking;teaching_quality;resource_quality,harsh_grading;weak_teaching,2,mixed,"the marking could still feel strange and arbitrary at times    If you dislike essays, it may not be your thing",,2026-07-08T08:19:37.673Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,70
Yuanhang Yan,COMP3411,Artificial Intelligence,438,yes,no,1,yes,assessment;teaching_quality;resource_quality,content_too_shallow,0,positive,none,,2026-07-08T08:05:54.507Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,71
Yuanhang Yan,COMP3411,Artificial Intelligence,439,yes,no,1,yes,assessment;prerequisite;teaching_quality;resource_quality,prerequisite_gap;content_too_hard,1,mixed,"""Prolog can feel weird sometimes, especially if you are not comfortable with recursion yet.""",,2026-07-08T08:05:54.266Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,72
Yuanhang Yan,COMP9444,Neural Networks and Deep Learning,461,yes,no,1,yes,assessment;assignment;tutorial;group_work,none,0,positive,none,,2026-07-08T09:10:21.937Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,73
Yuanhang Yan,COMP9444,Neural Networks and Deep Learning,462,yes,yes,2,no,assessment;assignment;project;workload;group_work,delayed_feedback;none,2,negative,作业反馈和邮件沟通不太理想,,2026-07-08T09:10:51.919Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,74
Yuanhang Yan,COMP9517,Computer Vision,463,yes,no,1,yes,assessment;exam;assignment;group_work,content_too_shallow,0,positive,none,,2026-07-07T12:38:32.877Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,75
Yuanhang Yan,COMP9517,Computer Vision,464,yes,no,1,yes,assessment;exam;assignment;marking,,0,positive,none,,2026-07-07T12:38:33.222Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,76
Yuanhang Yan,COMP1511,Programming Fundamentals,510,yes,no,1,yes,assessment;exam,,0,neutral,none,,2026-07-07T12:24:53.790Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,77
Yuanhang Yan,COMP2511,Software Design and Architecture,519,yes,no,1,yes,assessment;group_work,group_work_risk,1,neutral,对java能力要求高 要组队,,2026-07-07T10:43:00.107Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,78
Yuanhang Yan,COMP2511,Software Design and Architecture,520,yes,no,2,yes,assessment;exam;career_relevance,,0,positive,none,,2026-07-07T10:42:59.730Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,79
Yuanhang Yan,COMP2511,Software Design and Architecture,521,yes,no,1,yes,assessment;resource_quality,,1,neutral,none,,2026-07-07T10:42:59.336Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,80
Yuanhang Yan,COMP2511,Software Design and Architecture,522,yes,no,1,yes,assessment,content_too_much,1,neutral,2511当1.5门课的量,,2026-07-07T10:42:59.008Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,81
Yuanhang Yan,COMP2521,Data Structures and Algorithms,523,yes,no,1,yes,assessment;exam;workload;resource_quality,content_too_hard;content_too_much,1,mixed,"用C语言教学，知识量和编程量较大，很有难度 final题量大，有3个hurdle（final>=18分且理论和实践部分各自达到25%）""",,2026-07-07T10:19:15.949Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,82
Yuanhang Yan,COMP2521,Data Structures and Algorithms,524,yes,no,2,no,assessment;exam;assignment;marking,exam_sample_mismatch;unclear_marking;content_too_hard,1,mixed,本学期期末考试难度显著高于往年试题，学生反映比做过的任何一套往年题都难，尤其是理论题耗时且需大量文字解释。,,2026-07-07T10:19:15.764Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,83
Yuanhang Yan,ECON1101,Microeconomics 1,550,yes,no,2,yes,assessment;exam;assignment;project;marking,none,0,positive,none,,2026-07-08T09:24:55.502Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,84
Yuanhang Yan,COMP3411,Artificial Intelligence,561,yes,yes,3,no,assessment;marking;course_organization;teaching_quality;resource_quality;Stuff,high_workload;unclear_marking;harsh_grading;content_too_hard,3,negative,避雷ww，讲课水平不行，而且final题错了会倒扣分，出题非常不合理！  Alan作业出的比较变态，很难写！但是期末简单，考题固定,,2026-07-08T08:05:54.064Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,85
Yuanhang Yan,COMP4920,Professional Issues and Ethics in Information Technology,567,yes,no,2,no,assessment;assignment;group_work,,0,neutral,none,,2026-07-08T08:19:19.258Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,86
Yuanhang Yan,COMP4920,Professional Issues and Ethics in Information Technology,568,yes,yes,3,no,assessment;exam;assignment,high_workload;poor_organization;content_too_hard;Too much work,3,negative,final线下纯手搓加hurdle...一个小时五十分钟写3200词左右的纯英手写论文，我不知道有几个人可以做到,,2026-07-08T08:19:19.076Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,87
Yuanhang Yan,COMP6771,Advanced C++ Programming,571,yes,yes,3,no,assessment;exam;assignment;quiz;feedback;marking;workload;teaching_quality;career_relevance,high_workload;harsh_grading;content_too_hard,1,positive,第一个作业大概500行代码，最后两个作业1000行左右了   tutor扣格式分很严格  要自己写测试测试自己的代码，这点有点难绷   考试中编译错误代码直接零分，即使逻辑正确也无分，对编译细节要求极高。,,2026-07-07T13:59:34.957Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,88
Yuanhang Yan,ECON1101,Microeconomics 1,584,yes,no,2,yes,assessment;exam;assignment;quiz;marking,none,0,positive,none,,2026-07-08T09:24:55.762Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,89
Yuanhang Yan,COMP1511,Programming Fundamentals,605,yes,no,0,yes,Nothing,,0,positive,none,,2026-07-07T12:24:54.189Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,90
Yuanhang Yan,COMP1511,Programming Fundamentals,614,,,,,,Ai Test,,,直接0分处理，没有任何申诉机会   代码风格占据了20%的分数，这部分丢了比做错一道大题还可惜  纯手撸代码，没有IDE帮忙，非常考验基本功  漏掉一个NULL检查都可能丢分,,2026-07-07T12:26:04.613Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,91
Yuanhang Yan,COMP2511,Software Design and Architecture,616,yes,yes,3,no,assessment;exam;assignment;quiz;workload;career_relevance,,2,mixed,隐藏测试用例极其变态  期末占总分50%，期末卷面必须考到40分以上（Double Pass），不然平时分再高也得挂 题量极大，很多人根本写不  课程默认学生已熟练掌握Java，课堂上不会补充基础，若前置能力不足极易跟不上。,,2026-07-07T10:42:58.707Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,92
Yuanhang Yan,FINS3633,Real Estate Finance,701,yes,no,0,yes,assessment;exam,none,0,neutral,none,,2026-07-08T09:47:10.679Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,93
Yuanhang Yan,FINS3633,Real Estate Finance,710,yes,no,2,yes,assessment;exam;assignment,none,0,neutral,none,,2026-07-08T09:48:17.972Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,94
Yuanhang Yan,COMP1511,Programming Fundamentals,718,yes,no,1,yes,assessment;exam;assignment,,0,positive,none,,2026-07-07T12:22:22.736Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,95
Yuanhang Yan,FINS3633,Real Estate Finance,727,yes,no,3,no,assessment;exam;assignment;project;marking,none,0,positive,none,,2026-07-08T09:57:29.536Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,96
