annotator_id,course_code,course_title_en,comment_id,first_hand_experience,contains_concrete_evidence,specificity_0_3,low_evidence_general,aspect_labels,risk_labels,risk_severity_0_3,sentiment,evidence_span,notes,updated_at
Yuanhang Yan,COMP6443,Web Application Security and Testing,1045,yes,no,2,no,assessment;assignment;workload,,1,neutral,none,,2026-07-07T14:24:45.790Z
Yuanhang Yan,COMP6443,Web Application Security and Testing,1051,yes,no,2,yes,assessment;assignment;lecture;tutorial,,0,neutral,none,,2026-07-07T14:24:45.947Z
Yuanhang Yan,COMP6443,Web Application Security and Testing,1058,yes,no,2,no,assessment;assignment;workload,content_too_much;Too much work,2,negative,作业量巨大   对于不了解Web洞的同学来说比较困难,,2026-07-07T14:24:46.086Z
Yuanhang Yan,COMP3411,Artificial Intelligence,1063,yes,yes,3,no,assessment;course_organization;teaching_quality;resource_quality,none,0,positive,none,,2026-07-08T08:04:19.022Z
Yuanhang Yan,COMP6443,Web Application Security and Testing,1065,yes,yes,3,no,assessment;assignment;workload;group_work;course_organization,harsh_grading;group_work_risk;content_too_much;Too much work,1,neutral,对组员要求较高   要摸清楚每个tutor的评分点在哪里。不然很容易写了很多但是低分,,2026-07-07T14:24:56.774Z
Yuanhang Yan,COMP6443,Web Application Security and Testing,1072,yes,yes,2,no,assessment;exam;assignment;marking,,0,neutral,none,,2026-07-07T14:24:57.368Z
Yuanhang Yan,COMP6443,Web Application Security and Testing,1080,yes,yes,2,no,assessment;assignment;Stuff,unclear_marking;Too much work,1,neutral,教授要求比较死板   assignment要选好组员，tutor最好去上,,2026-07-07T14:25:16.373Z
Yuanhang Yan,COMP2511,Software Design and Architecture,1102,yes,no,2,yes,assessment;exam;assignment;quiz;group_work;career_relevance,group_work_risk;content_too_hard,1,neutral,对Java能力和软件设计能力要求比较高  隐藏测试和代码细节会比较折磨，需要仔细打磨实现,,2026-07-07T10:42:58.383Z
Yuanhang Yan,COMP1511,Programming Fundamentals,1109,yes,no,2,yes,assessment,,0,positive,style和测试细节需要认真处理,,2026-07-07T12:22:22.305Z
Yuanhang Yan,COMP2521,Data Structures and Algorithms,1110,yes,no,2,yes,assessment,prerequisite_gap,1,neutral,知识量和coding量都比较大 知识量和coding量都比较大 知识量和coding量都比较大,,2026-07-07T10:18:30.107Z
Yuanhang Yan,COMP6443,Web Application Security and Testing,1113,no,no,2,yes,assessment;assignment;group_work,none,1,neutral,none,,2026-07-07T14:22:57.704Z
Yuanhang Yan,COMP3411,Artificial Intelligence,1119,unclear,yes,2,yes,assessment;assignment;teaching_quality;resource_quality,none,1,neutral,整体仍然不算简单，报告里的比较、讨论和证明也要认真写,,2026-07-08T08:04:18.856Z
Yuanhang Yan,COMP9020,Foundations of Computer Science,1130,yes,no,1,yes,assessment,none,1,neutral,none,,2026-07-08T09:45:19.698Z
Yuanhang Yan,COMP4920,Professional Issues and Ethics in Information Technology,1136,yes,yes,2,no,assessment;exam;assignment;marking;course_organization,none,2,neutral,final是hurdle task，必须达到competent相关标准，否则会影响整门课通过,,2026-07-08T08:18:34.046Z
Yuanhang Yan,COMP9517,Computer Vision,1146,unclear,no,1,no,exam,double_pass_or_hurdle,0,positive,近期我看到这类课加了double pass，不能再完全按老印象判断,,2026-07-07T12:37:58.263Z
Yuanhang Yan,COMP9517,Computer Vision,1199,yes,no,1,yes,exam,,0,positive,期末都是选择题！但是我只对了一半！,,2026-07-07T12:37:24.132Z
Yuanhang Yan,COMP6771,Advanced C++ Programming,1200,yes,no,1,yes,assessment;exam;teaching_quality,unclear_marking;poor_organization,0,positive,重复评论,,2026-07-07T13:53:49.027Z
Yuanhang Yan,COMP9020,Foundations of Computer Science,1215,yes,yes,3,no,assessment;exam,high_workload,2,negative,20来分没时间写,,2026-07-08T09:45:19.489Z
Yuanhang Yan,COMP9020,Foundations of Computer Science,1216,yes,yes,3,no,assessment;exam,high_workload;content_too_hard;Too much work,2,mixed,期末很恐怖，我也是写了一半都不到,,2026-07-08T09:45:18.956Z
Yuanhang Yan,COMP6771,Advanced C++ Programming,1221,yes,yes,3,no,assessment;exam;assignment;project;quiz;feedback;marking;workload;course_organization;teaching_quality;resource_quality;career_relevance,high_workload;unclear_marking;poor_organization;content_too_hard,1,mixed,重复评论,,2026-07-07T13:53:48.885Z
Yuanhang Yan,COMP6771,Advanced C++ Programming,1222,yes,yes,2,no,assessment;exam;assignment;quiz;feedback;marking;teaching_quality;resource_quality,exam_sample_mismatch;high_workload;unclear_marking;harsh_grading;poor_organization;insufficient_support;content_too_hard,2,negative,重复评论,,2026-07-07T13:53:48.739Z
Yuanhang Yan,COMP6771,Advanced C++ Programming,1223,yes,,,,,,,neutral,重复评论,,2026-07-07T13:53:48.586Z
Yuanhang Yan,COMP6771,Advanced C++ Programming,1224,,,,,,,,,重复评论,,2026-07-07T13:53:48.429Z
